"corpus_version","generated_at","license","methodology_url","id","slug","name","entityType","summary","dateDisplay","regions","styles","roles","instruments","sourceIds","featuredVideo","reviewStatus","lastReviewed"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kansas-city-red","kansas-city-red","Kansas City Red","artist","Kansas City Red was a blues singer.","1926 – 1991","United States","Blues","Singer","Voice","source:encyclopedia-kansas-city-red; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""T_W_EcWYZXU"",""title"":""Kansas City Red, \""Sweet Black Angel,\"" 1977"",""sourceUrl"":""https://www.youtube.com/watch?v=T_W_EcWYZXU"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:karen-carroll","karen-carroll","Karen Carroll","artist","Karen Carroll was a blues singer and songwriter.","1958 – 2016","United States","Blues","Singer; Songwriter","Guitar; Voice","source:encyclopedia-karen-carroll; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""whLCe1Il12M"",""title"":""Karen Carroll,Blue Chicago blues"",""sourceUrl"":""https://www.youtube.com/watch?v=whLCe1Il12M"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:katherine-henderson","katherine-henderson","Katherine Henderson","artist","Katherine Henderson was a blues singer.","1909 – 2002","United States","Blues","Singer","Voice","source:encyclopedia-katherine-henderson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""fZirAh8AdPA"",""title"":""St. Louis Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=fZirAh8AdPA"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:keb-mo","keb-mo","Keb’ Mo’","artist","Singer, songwriter and guitarist whose recordings recast acoustic and country blues materials within a contemporary roots-music vocabulary.","1951 –","California; United States","Contemporary blues; Country blues; Americana","Singer; Songwriter; Guitarist","Guitar","source:tajmo-official; source:keb-mo-grammy-interview","{""platform"":""youtube"",""videoId"":""s9CWCSuc6-A"",""title"":""Get Together"",""sourceUrl"":""https://www.youtube.com/watch?v=s9CWCSuc6-A"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kelly-joe-phelps","kelly-joe-phelps","Kelly Joe Phelps","artist","Kelly Joe Phelps was a blues guitarist and singer-songwriter.","1959 – 2022","United States","Blues","Guitarist; Singer-Songwriter","Acoustic Guitar; Slide Guitar","source:encyclopedia-kelly-joe-phelps; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""NIPHQZ0C7Uw"",""title"":""Someone to Save Me"",""sourceUrl"":""https://www.youtube.com/watch?v=NIPHQZ0C7Uw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kenny-neal","kenny-neal","Kenny Neal","artist","Kenny Neal is a blues singer and guitarist.","1957 –","United States","Blues","Singer; Guitarist","Guitar; Voice","source:encyclopedia-kenny-neal; source:wikipedia-list-blues-musicians-discovery; source:blues-foundation-hall-of-fame","{""platform"":""youtube"",""videoId"":""LGHTgKxGRBw"",""title"":""I'll Play the Blues for You"",""sourceUrl"":""https://www.youtube.com/watch?v=LGHTgKxGRBw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kenny-wayne-shepherd","kenny-wayne-shepherd","Kenny Wayne Shepherd","artist","Louisiana-born guitarist and bandleader whose recordings helped carry electric blues and blues rock into mainstream rock audiences from the 1990s onward.","1977 –","Louisiana; United States","Blues rock; Electric blues","Guitarist; Songwriter; Bandleader","Guitar","source:kenny-wayne-shepherd-official-bio","{""platform"":""youtube"",""videoId"":""AKAqD2XG_XE"",""title"":""Blue on Black"",""sourceUrl"":""https://www.youtube.com/watch?v=AKAqD2XG_XE"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kip-anderson","kip-anderson","Kip Anderson","artist","Kip Anderson was a blues singer and songwriter.","1938 – 2007","United States","Blues","Singer; Songwriter","Voice","source:encyclopedia-kip-anderson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""RPvKtbScrUg"",""title"":""I Will Cry"",""sourceUrl"":""https://www.youtube.com/watch?v=RPvKtbScrUg"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kirk-fletcher","kirk-fletcher","Kirk Fletcher","artist","Kirk Fletcher is a blues guitarist and musician.","1975 –","United States","Blues; Rhythm And Blues","Guitarist; Musician","","source:encyclopedia-kirk-fletcher; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""yD2fLIWQLw0"",""title"":""You Went Back On Your Word"",""sourceUrl"":""https://www.youtube.com/watch?v=yD2fLIWQLw0"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:koko-taylor","koko-taylor","Koko Taylor","artist","Tennessee-born singer whose powerful voice became central to postwar Chicago blues through recordings, touring and a commanding stage presence.","1928 – 2009","Tennessee; Chicago, Illinois","Chicago blues; Electric blues","Singer","","source:koko-taylor-blues-foundation","{""platform"":""youtube"",""videoId"":""X4xum7FVPh8"",""title"":""Wang Dang Doodle"",""sourceUrl"":""https://www.youtube.com/watch?v=X4xum7FVPh8"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kokomo-arnold","kokomo-arnold","Kokomo Arnold","artist","Kokomo Arnold was a blues singer and guitarist.","1901 – 1968","United States","Blues","Singer; Guitarist","Guitar","source:encyclopedia-kokomo-arnold; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""MxKKhb8FyWM"",""title"":""Bo-Weavil Blues (Remastered)"",""sourceUrl"":""https://www.youtube.com/watch?v=MxKKhb8FyWM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:kora-ngoni","kora-ngoni","Kora & Ngoni String Traditions","tradition","Plucked-string instrument traditions whose scales, buzzing timbres, and cyclical phrasing are frequently cited as ancestral cousins of the banjo and of blues guitar tunings and bent-note phrasing.","pre-1600s – present","West Africa","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:l-v-johnson","l-v-johnson","L.V. Johnson","artist","L.V. Johnson was a blues singer and songwriter.","1946 – 1994","United States","Blues","Singer; Songwriter","Guitar; Voice","source:encyclopedia-l-v-johnson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""csT5cmVZrGM"",""title"":""L.V. Johnson - Don't Cha Mess With My Money, My Honey, Or My Woman (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=csT5cmVZrGM"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:laith-al-saadi","laith-al-saadi","Laith Al-Saadi","artist","Laith Al-Saadi is a blues singer and singer-songwriter.","","","Blues","Singer; Singer-Songwriter","","source:encyclopedia-laith-al-saadi; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""5i7jqCDnmLQ"",""title"":""Laith Al-Saadi - Chains"",""sourceUrl"":""https://www.youtube.com/watch?v=5i7jqCDnmLQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:larry-davis","larry-davis","Larry Davis","artist","Larry Davis was a blues singer, guitarist and songwriter.","1936 – 1994","United States","Blues","Singer; Guitarist; Songwriter; Musician","Guitar; Voice","source:encyclopedia-larry-davis; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""9d3ofd96HKk"",""title"":""Texas Flood"",""sourceUrl"":""https://www.youtube.com/watch?v=9d3ofd96HKk"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lavelle-white","lavelle-white","Lavelle White","artist","Lavelle White is a blues singer, songwriter and musician.","1929 –","United States","Blues","Singer; Songwriter; Musician","Voice","source:encyclopedia-lavelle-white; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""c08TQlEWK5E"",""title"":""Into the Mystic You Don't Need No Wings with Lavelle White"",""sourceUrl"":""https://www.youtube.com/watch?v=c08TQlEWK5E"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lazy-lester","lazy-lester","Lazy Lester","artist","Lazy Lester was a blues musician, singer and songwriter.","1933 – 2018","United States","Blues; Swamp Blues","Musician; Singer; Songwriter; Multi-Instrumentalist","Guitar; Harmonica; Voice","source:encyclopedia-lazy-lester; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""riI0pThe41U"",""title"":""Courtroom Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=riI0pThe41U"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lead-belly","lead-belly","Lead Belly","artist","A songster whose vast repertoire, carried to New York by folklorists John and Alan Lomax, became a bridge between rural blues and the mid-century folk revival that reached British audiences.","1888 – 1949","Louisiana / Texas","","","","","{""platform"":""youtube"",""videoId"":""NT-OuWmXDsY"",""title"":""Goodnight, Irene"",""sourceUrl"":""https://www.youtube.com/watch?v=NT-OuWmXDsY"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:led-zeppelin","led-zeppelin","Led Zeppelin","ensemble","Built early album tracks directly on Delta and Chicago blues songs and riffs (Willie Dixon, Memphis Minnie among them), scaling blues structure into hard rock.","formed 1968","London","","","","","","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lefty-dizz","lefty-dizz","Lefty Dizz","artist","Lefty Dizz was a blues singer and guitarist.","1937 – 1993","United States","Blues; Chicago Blues","Singer; Guitarist","Guitar; Voice","source:encyclopedia-lefty-dizz; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""5DK6mpJ_ytI"",""title"":""Blue Shadows (take 1)"",""sourceUrl"":""https://www.youtube.com/watch?v=5DK6mpJ_ytI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lightnin-hopkins","lightnin-hopkins","Lightnin’ Hopkins","artist","Texas singer-guitarist whose conversational vocals, improvised narratives and distinctive rhythmic guitar made him a central postwar country-blues recording artist.","1912 – 1982","Texas; Houston, Texas","Texas blues; Country blues","Singer; Songwriter; Guitarist","Guitar","source:lightnin-hopkins-blues-foundation","{""platform"":""youtube"",""videoId"":""s9NGj_LHI_M"",""title"":""Mojo Hand"",""sourceUrl"":""https://www.youtube.com/watch?v=s9NGj_LHI_M"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lil-dave-thompson","lil-dave-thompson","Lil' Dave Thompson","artist","Lil' Dave Thompson was a blues songwriter.","1969 – 2010","United States","Blues; Electric Blues","Songwriter","Guitar","source:encyclopedia-lil-dave-thompson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""YlLtLWFNy74"",""title"":""Lil Dave Thompson - I Got The Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=YlLtLWFNy74"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lil-green","lil-green","Lil Green","artist","Lil Green was a blues singer-songwriter, composer and singer.","1919 – 1954","United States","Blues","Singer-Songwriter; Composer; Singer; Musician","Voice","source:encyclopedia-lil-green; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""8yrbv8tP64Y"",""title"":""Lil Green"",""sourceUrl"":""https://www.youtube.com/watch?v=8yrbv8tP64Y"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-brother-montgomery","little-brother-montgomery","Little Brother Montgomery","artist","Little Brother Montgomery was a blues pianist, jazz musician and singer.","1906 – 1985","United States","Blues","Pianist; Jazz Musician; Singer; Composer","Piano","source:encyclopedia-little-brother-montgomery; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""jPi5I_bMfE4"",""title"":""Little Brother Montgomery - Muleface Blues (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=jPi5I_bMfE4"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-buddy-doyle","little-buddy-doyle","Little Buddy Doyle","artist","Little Buddy Doyle was a blues singer and songwriter.","1911 – 1960","United States","Blues; Country Blues","Singer; Songwriter","Guitar; Voice","source:encyclopedia-little-buddy-doyle; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""v5cIdX2I_Xw"",""title"":""Little Buddy Doyle-Slick Capers Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=v5cIdX2I_Xw"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-freddie-king","little-freddie-king","Little Freddie King","artist","Little Freddie King is a blues singer.","1940 –","United States","Blues; Electric Blues","Singer","Guitar; Voice","source:encyclopedia-little-freddie-king; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""dkANqvNEEho"",""title"":""Little Freddie King - Tough Frog to Swallow (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=dkANqvNEEho"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-hat-jones","little-hat-jones","Little Hat Jones","artist","Little Hat Jones was a blues musician.","1899 – 1981","United States","Blues; Texas Blues","Musician","Guitar","source:encyclopedia-little-hat-jones; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""v-jdiS9P6i8"",""title"":""Kentucky Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=v-jdiS9P6i8"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-jimmy-king","little-jimmy-king","Little Jimmy King","artist","Memphis singer-guitarist whose left-handed, upside-down approach joined modern electric blues with blues-rock intensity and family-based musical exchange.","1964 – 2002","Memphis, Tennessee","Electric blues; Blues rock","Singer; Songwriter; Guitarist","Guitar","source:little-jimmy-king-allmusic; source:eric-gales-ljk-interview-2026","{""platform"":""youtube"",""videoId"":""PHwF0cwQ_Y4"",""title"":""Blues Been Good to Me"",""sourceUrl"":""https://www.youtube.com/watch?v=PHwF0cwQ_Y4"",""lastChecked"":""2026-07-22""}","reviewed","2026-07-22"
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-richard","little-richard","Little Richard","artist","Brought gospel-blues shouting and boogie piano into rock and roll's founding sound, an acknowledged influence on Hendrix and the British beat scene.","1932 – 2020","Georgia","","","","","{""platform"":""youtube"",""videoId"":""E68N5E1d0_M"",""title"":""Long Tall Sally"",""sourceUrl"":""https://www.youtube.com/watch?v=E68N5E1d0_M"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-sonny-jones","little-sonny-jones","Little Sonny Jones","artist","Little Sonny Jones was a blues singer and songwriter.","1931 – 1989","United States","Blues","Singer; Songwriter","Voice","source:encyclopedia-little-sonny-jones; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""DN8eKfCwo50"",""title"":""Tend To Your Business Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=DN8eKfCwo50"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:little-walter","little-walter","Little Walter","artist","Revolutionized amplified blues harmonica, turning it into a lead instrument and shaping every electric harp player after him.","1930 – 1968","Louisiana → Chicago","","","","","{""platform"":""youtube"",""videoId"":""dkbfvLYxgXc"",""title"":""My Babe"",""sourceUrl"":""https://www.youtube.com/watch?v=dkbfvLYxgXc"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lonesome-sundown","lonesome-sundown","Lonesome Sundown","artist","Lonesome Sundown was a blues musician and songwriter.","1928 – 1995","United States","Blues","Musician; Songwriter","Guitar","source:encyclopedia-lonesome-sundown; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""GhPR7qBtnWg"",""title"":""One More Night"",""sourceUrl"":""https://www.youtube.com/watch?v=GhPR7qBtnWg"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lonnie-brooks","lonnie-brooks","Lonnie Brooks","artist","Lonnie Brooks was a blues musician, singer and guitarist.","1933 – 2017","United States","Blues","Musician; Singer; Guitarist","Guitar; Voice","source:encyclopedia-lonnie-brooks; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""zgrJRs9Kopo"",""title"":""The Lonnie Brooks Blues Band - In The Dark  (Audio only)"",""sourceUrl"":""https://www.youtube.com/watch?v=zgrJRs9Kopo"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lonnie-pitchford","lonnie-pitchford","Lonnie Pitchford","artist","Lonnie Pitchford was a blues singer, guitarist and musician.","1955 – 1998","United States","Blues","Singer; Guitarist; Musician","Guitar; Voice","source:encyclopedia-lonnie-pitchford; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""nE8v_BzEXq4"",""title"":""Walking Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=nE8v_BzEXq4"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lonnie-shields","lonnie-shields","Lonnie Shields","artist","Lonnie Shields is a blues songwriter, guitarist and musician.","1956 –","United States","Blues; Electric Blues","Songwriter; Guitarist; Musician","Guitar","source:encyclopedia-lonnie-shields; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""mffkQEKZb-w"",""title"":""Lonnie Shields - My Baby Left Me"",""sourceUrl"":""https://www.youtube.com/watch?v=mffkQEKZb-w"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lou-ann-barton","lou-ann-barton","Lou Ann Barton","artist","Lou Ann Barton is a blues musician, singer and songwriter.","1954 –","United States","Blues","Musician; Singer; Songwriter","Voice","source:encyclopedia-lou-ann-barton; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""fw5iI4LEbzs"",""title"":""Lou Ann Barton   Every Little Thing"",""sourceUrl"":""https://www.youtube.com/watch?v=fw5iI4LEbzs"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:louis-jordan","louis-jordan","Louis Jordan","artist","Louis Jordan was a blues singer, jazz musician and musician.","1908 – 1975","United States","Blues","Singer; Jazz Musician; Musician; Composer","Saxophone; Voice; Clarinet","source:encyclopedia-louis-jordan; source:wikipedia-list-blues-musicians-discovery; source:carnegie-hall-rhythm-blues","{""platform"":""youtube"",""videoId"":""8hOjcSVohBg"",""title"":""LOUIS JORDAN (Blues Collection BC-028)"",""sourceUrl"":""https://www.youtube.com/watch?v=8hOjcSVohBg"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:louisiana-red","louisiana-red","Louisiana Red","artist","Louisiana Red was a blues singer-songwriter, musician and singer.","1932 – 2012","United States","Blues","Singer-Songwriter; Musician; Singer; Guitarist","Guitar; Harmonica; Voice","source:encyclopedia-louisiana-red; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""VKi2aJspaqI"",""title"":""Louisiana Red - Going Train Blues (Official Audio)"",""sourceUrl"":""https://www.youtube.com/watch?v=VKi2aJspaqI"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:lucille-bogan","lucille-bogan","Lucille Bogan","artist","Lucille Bogan was a blues singer, songwriter and musician.","1897 – 1948","United States","Blues; Delta Blues; Classic Female Blues","Singer; Songwriter; Musician; Jazz Singer","Voice","source:encyclopedia-lucille-bogan; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""z8d4uwZqA7A"",""title"":""Shave 'Em Dry II"",""sourceUrl"":""https://www.youtube.com/watch?v=z8d4uwZqA7A"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:luke-long-gone-miles","luke-long-gone-miles","Luke ""Long Gone"" Miles","artist","Luke ""Long Gone"" Miles was a blues singer and songwriter.","1925 – 1987","United States","Blues; Texas Blues; Electric Blues","Singer; Songwriter","Voice","source:encyclopedia-luke-long-gone-miles; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""DLZCnW3rfqE"",""title"":""Lightnin' Hopkins w/ Luke \""Long Gone\"" Miles Prison Blues Come Down On Me (1959)"",""sourceUrl"":""https://www.youtube.com/watch?v=DLZCnW3rfqE"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:luther-allison","luther-allison","Luther Allison","artist","Luther Allison was a blues guitarist, musician and singer.","1939 – 1997","United States","Blues","Guitarist; Musician; Singer; Blues Musician","Guitar; Voice; Harmonica","source:encyclopedia-luther-allison; source:wikipedia-list-blues-musicians-discovery; source:blues-foundation-hall-of-fame","{""platform"":""youtube"",""videoId"":""Ka71Gjtxew4"",""title"":""Luther Allison | Living in the House of the Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=Ka71Gjtxew4"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:luther-johnson","luther-johnson","Luther Johnson","artist","Luther Johnson was a blues singer-songwriter, musician and singer.","1939 – 2022","United States","Blues","Singer-Songwriter; Musician; Singer","Guitar; Voice","source:encyclopedia-luther-johnson; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""yBQy7qc90nU"",""title"":""Luther Johnson (Live in 1973 - France)"",""sourceUrl"":""https://www.youtube.com/watch?v=yBQy7qc90nU"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:luther-tucker","luther-tucker","Luther Tucker","artist","Luther Tucker was a blues musician and guitarist.","1936 – 1993","United States","Blues; Chicago Blues","Musician; Guitarist","Guitar","source:encyclopedia-luther-tucker; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""HdGXS_PSqJc"",""title"":""Mean Old World · Luther Tucker"",""sourceUrl"":""https://www.youtube.com/watch?v=HdGXS_PSqJc"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:ma-rainey","ma-rainey","Ma Rainey","artist","The 'Mother of the Blues,' who brought rural blues idiom into vaudeville and mentored Bessie Smith, fusing minstrel-circuit showmanship with blues feeling.","1886 – 1939","Georgia","","","","","{""platform"":""youtube"",""videoId"":""ZeuczIv1p3Y"",""title"":""See See Rider Blues"",""sourceUrl"":""https://www.youtube.com/watch?v=ZeuczIv1p3Y"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:magic-sam","magic-sam","Magic Sam","artist","Magic Sam was a blues singer and guitarist.","1937 – 1969","United States","Blues","Singer; Guitarist","Guitar; Voice","source:encyclopedia-magic-sam; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""SvzPNBDt7Eo"",""title"":""All Of Your Love"",""sourceUrl"":""https://www.youtube.com/watch?v=SvzPNBDt7Eo"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:magic-slim","magic-slim","Magic Slim","artist","Magic Slim was a blues guitarist.","1937 – 2013","United States","Blues","Guitarist","Guitar; Voice","source:encyclopedia-magic-slim; source:wikipedia-list-blues-musicians-discovery","{""platform"":""youtube"",""videoId"":""e0m1ba8Gjvg"",""title"":""Shame"",""sourceUrl"":""https://www.youtube.com/watch?v=e0m1ba8Gjvg"",""lastChecked"":""2026-07-22""}","needs_revision",""
"0.7.1","2026-07-22T19:24:54.796Z","NOASSERTION: No public data license has been asserted yet","/methodology","entity:mamie-smith","mamie-smith","Mamie Smith","artist","Mamie Smith was a blues singer, bandleader and jazz musician.","1883 – 1946","United States","Blues; Classic Female Blues","Singer; Bandleader; Jazz Musician; Pianist","Piano; Voice","source:encyclopedia-mamie-smith; source:wikipedia-list-blues-musicians-discovery; source:school-of-rock-history-blues","{""platform"":""youtube"",""videoId"":""qaz4Ziw_CfQ"",""title"":""Mamie Smith - Crazy Blues (1920)"",""sourceUrl"":""https://www.youtube.com/watch?v=qaz4Ziw_CfQ"",""lastChecked"":""2026-07-22""}","needs_revision",""
